,fixed distance ,,,,,,,,,
1018,5,50,52.8,320.03,-1.95832,-112.204,112.204,22.204,22.796,7.543
756,5,50,52.79,320.06,0.20847,11.944,11.944,78.056,33.056,7.542
942,5,50,52.8,320.06,-0.13132,-7.524,7.524,82.476,37.476,7.542
892,5,50,52.79,320.1,-0.61814,-35.417,35.417,54.583,9.583,7.541
958,5,50,52.79,320,0.30499,17.475,17.475,72.525,27.525,7.541
744,5,50,52.79,320.21,-1.35213,-77.471,77.471,12.529,32.471,7.541
790,5,50,52.79,320.15,-0.17138,-9.819,9.819,80.181,35.181,7.541
451,5,50,52.78,319.96,3.0871,176.878,176.878,86.878,41.878,7.541
929,5,50,52.79,320.3,-1.58931,-91.061,91.061,1.061,43.939,7.541
683,5,50,52.78,319.83,2.40878,138.013,138.013,48.013,3.013,7.54
937,5,50,52.78,319.85,1.72639,98.915,98.915,8.915,36.085,7.54
785,5,50,52.77,319.92,1.79346,102.758,102.758,12.758,32.242,7.539
811,5,50,52.77,320.26,-1.69739,-97.253,97.253,7.253,37.747,7.539
1074,5,50,52.77,319.91,2.46388,141.17,141.17,51.17,6.17,7.538
450,5,50,52.76,320.14,-2.81385,-161.222,161.222,71.222,26.222,7.538
828,5,50,52.77,320.22,-1.78735,-102.408,102.408,12.408,32.592,7.538
483,5,50,52.76,320.29,-2.42276,-138.814,138.814,48.814,3.814,7.537
961,5,50,52.76,320.29,-0.70661,-40.486,40.486,49.514,4.514,7.537
857,5,50,52.76,320.28,-0.22266,-12.758,12.758,77.242,32.242,7.537
695,5,50,52.76,320.32,-1.69971,-97.386,97.386,7.386,37.614,7.537
798,5,50,52.76,320.04,-3.02672,-173.418,173.418,83.418,38.418,7.537
1096,5,50,52.74,320.04,2.47886,142.029,142.029,52.029,7.029,7.535
702,5,50,52.74,320.08,1.82038,104.3,104.3,14.3,30.7,7.535
917,5,50,52.73,320.18,2.82562,161.896,161.896,71.896,26.896,7.534
923,5,50,52.73,320.41,0.50363,28.856,28.856,61.144,16.144,7.533
879,5,50,52.73,320.41,-1.99099,-114.076,114.076,24.076,20.924,7.533
807,5,50,52.73,320.54,-0.22266,-12.758,12.758,77.242,32.242,7.532
464,5,50,52.72,320.61,-1.66313,-95.29,95.29,5.29,39.71,7.532
920,5,50,52.72,320.24,1.64757,94.399,94.399,4.399,40.601,7.532
1047,5,50,52.71,320.61,-0.7854,-45,45,45,0,7.531
871,5,50,52.72,320.32,0.7854,45,45,45,0,7.531
1069,5,50,52.71,320.61,-2.10157,-120.411,120.411,30.411,14.589,7.531
691,5,50,52.71,320.55,-0.33929,-19.44,19.44,70.56,25.56,7.531
916,5,50,52.71,320.34,-3.06482,-175.601,175.601,85.601,40.601,7.531
1198,5,50,52.71,320.23,2.31512,132.647,132.647,42.647,2.353,7.53
1034,5,50,52.71,320.52,-2.15354,-123.389,123.389,33.389,11.611,7.53
1022,5,50,52.71,320.31,2.8023,160.56,160.56,70.56,25.56,7.53
1002,5,50,52.71,320.45,-2.85554,-163.611,163.611,73.611,28.611,7.53
692,5,50,52.7,320.61,-0.6288,-36.027,36.027,53.973,8.973,7.529
1010,5,50,52.7,320.5,0.31597,18.104,18.104,71.896,26.896,7.529
989,5,50,52.7,320.35,1.68352,96.459,96.459,6.459,38.541,7.529
1033,5,50,52.69,320.74,-1.88677,-108.104,108.104,18.104,26.896,7.528
927,5,50,52.69,320.75,-0.9273,-53.13,53.13,36.87,8.13,7.527
858,5,50,52.69,320.74,-0.52807,-30.256,30.256,59.744,14.744,7.527
853,5,50,52.69,320.48,1.25483,71.896,71.896,18.104,26.896,7.527
859,5,50,52.68,320.79,-0.91291,-52.306,52.306,37.694,7.306,7.526
805,5,50,52.68,320.68,0.45545,26.095,26.095,63.905,18.905,7.526
944,5,50,52.68,320.78,-0.83798,-48.013,48.013,41.987,3.013,7.525
851,5,50,52.67,320.47,2.05965,118.009,118.009,28.009,16.991,7.525
975,5,50,52.68,320.73,0.36315,20.807,20.807,69.193,24.193,7.525
921,5,50,52.67,320.55,1.2315,70.56,70.56,19.44,25.56,7.525
448,5,50,52.66,320.85,-2.11122,-120.964,120.964,30.964,14.036,7.524
988,5,50,52.67,320.5,2.06862,118.523,118.523,28.523,16.477,7.524
906,5,50,52.67,320.76,0.36315,20.807,20.807,69.193,24.193,7.524
732,5,50,52.67,320.55,-3.04753,-174.611,174.611,84.611,39.611,7.524
948,5,50,52.66,320.81,-2.15354,-123.389,123.389,33.389,11.611,7.523
930,5,50,52.66,320.91,-1.91635,-109.799,109.799,19.799,25.201,7.523
843,5,50,52.66,320.92,-1.2315,-70.56,70.56,19.44,25.56,7.523
1040,5,50,52.66,320.58,1.74547,100.008,100.008,10.008,34.992,7.523
745,5,50,52.66,320.94,-1.69739,-97.253,97.253,7.253,37.747,7.523
449,5,50,52.64,320.88,-2.46388,-141.17,141.17,51.17,6.17,7.52
996,5,50,52.63,321.05,-0.85024,-48.715,48.715,41.285,3.715,7.519
850,5,50,52.63,320.73,2.46388,141.17,141.17,51.17,6.17,7.519
793,5,50,52.64,321.08,-1.13966,-65.298,65.298,24.702,20.298,7.519
950,5,50,52.63,320.85,-2.89201,-165.7,165.7,75.7,30.7,7.519
1025,5,50,52.63,320.87,1.66666,95.492,95.492,5.492,39.508,7.518
690,5,50,52.63,321.02,-0.01786,-1.023,1.023,88.977,43.977,7.518
952,5,50,52.62,320.83,2.58499,148.109,148.109,58.109,13.109,7.517
458,5,50,52.61,321.12,0.46365,26.565,26.565,63.435,18.435,7.516
842,5,50,52.61,321.26,-0.89883,-51.499,51.499,38.501,6.499,7.515
801,5,50,52.6,320.89,2.05097,117.512,117.512,27.512,17.488,7.515
926,5,50,52.6,321.27,-0.51915,-29.745,29.745,60.255,15.255,7.514
1100,5,50,52.6,321.02,1.14103,65.376,65.376,24.624,20.376,7.514
965,5,50,52.59,321.44,-2.06722,-118.443,118.443,28.443,16.557,7.513
755,5,50,52.58,321.24,0.588,33.69,33.69,56.31,11.31,7.512
687,5,50,52.59,321.18,1.03351,59.216,59.216,30.784,14.216,7.512
898,5,50,52.58,321.29,-2.7367,-156.802,156.802,66.802,21.802,7.512
1072,5,50,52.59,321.13,3.14159,180,180,90,45,7.512
727,5,50,52.57,321.52,-1.20765,-69.193,69.193,20.807,24.193,7.511
712,5,50,52.58,321.39,-1.739,-99.638,99.638,9.638,35.362,7.511
482,5,50,52.57,321.49,-2.05097,-117.512,117.512,27.512,17.488,7.51
865,5,50,52.57,321.16,-3.04753,-174.611,174.611,84.611,39.611,7.51
769,5,50,52.57,321.17,1.51317,86.698,86.698,3.302,41.698,7.51
1056,5,50,52.56,321.15,2.44926,140.332,140.332,50.332,5.332,7.509
918,5,50,52.56,321.16,2.49052,142.696,142.696,52.696,7.696,7.509
765,5,50,52.56,321.23,3.14159,180,180,90,45,7.509
710,5,50,52.55,321.65,-1.0364,-59.381,59.381,30.619,14.381,7.508
899,5,50,52.55,321.29,3.14159,180,180,90,45,7.508
478,5,50,52.55,321.56,-0.68052,-38.991,38.991,51.009,6.009,7.507
479,5,50,52.55,321.62,-1.0364,-59.381,59.381,30.619,14.381,7.507
990,5,50,52.55,321.37,1.33026,76.218,76.218,13.782,31.218,7.507
998,5,50,52.55,321.61,-1.41815,-81.254,81.254,8.746,36.254,7.507
826,5,50,52.54,321.67,-1.07437,-61.557,61.557,28.443,16.557,7.506
882,5,50,52.54,321.39,3.10387,177.839,177.839,87.839,42.839,7.506
717,5,50,52.53,321.36,2.52597,144.728,144.728,54.728,9.728,7.505
1055,5,50,52.53,321.37,2.80835,160.907,160.907,70.907,25.907,7.505
1026,5,50,52.54,321.42,1.24905,71.565,71.565,18.435,26.565,7.505
982,5,50,52.53,321.71,-1.86398,-106.798,106.798,16.798,28.202,7.505
766,5,50,52.53,321.39,2.76468,158.405,158.405,68.405,23.405,7.504
748,5,50,52.52,321.59,-2.86075,-163.909,163.909,73.909,28.909,7.503
940,5,50,52.51,321.71,0.54679,31.329,31.329,58.671,13.671,7.502
803,5,50,52.51,321.52,1.24905,71.565,71.565,18.435,26.565,7.502
698,5,50,52.51,321.67,-2.86075,-163.909,163.909,73.909,28.909,7.502
1009,5,50,52.5,321.72,0.65457,37.504,37.504,52.496,7.496,7.501
1000,5,50,52.51,321.82,-2.10157,-120.411,120.411,30.411,14.589,7.501
1006,5,50,52.51,321.48,1.8982,108.759,108.759,18.759,26.241,7.501
845,5,50,52.51,321.87,-1.89255,-108.435,108.435,18.435,26.565,7.501
985,5,50,52.5,321.58,-3.0025,-172.031,172.031,82.031,37.031,7.501
972,5,50,52.5,321.54,1.55193,88.919,88.919,1.081,43.919,7.501
838,5,50,52.5,321.78,0.5566,31.891,31.891,58.109,13.109,7.5
716,5,50,52.5,321.65,2.95848,169.509,169.509,79.509,34.509,7.5
738,5,50,52.49,321.86,0.75838,43.452,43.452,46.548,1.548,7.499
1051,5,50,52.49,321.89,-2.00194,-114.703,114.703,24.703,20.297,7.499
757,5,50,52.49,321.85,-0.16515,-9.462,9.462,80.538,35.538,7.499
835,5,50,52.49,321.6,1.68567,96.582,96.582,6.582,38.418,7.499
759,5,50,52.49,321.99,-0.8876,-50.856,50.856,39.144,5.856,7.498
469,5,50,52.49,321.65,2.71183,155.377,155.377,65.377,20.377,7.498
465,5,50,52.49,321.89,-1.93394,-110.807,110.807,20.807,24.193,7.498
986,5,50,52.49,321.7,2.91479,167.006,167.006,77.006,32.006,7.498
719,5,50,52.49,321.66,1.72639,98.915,98.915,8.915,36.085,7.498
848,5,50,52.48,321.75,-3.04753,-174.611,174.611,84.611,39.611,7.498
1054,5,50,52.48,321.75,-3.04753,-174.611,174.611,84.611,39.611,7.498
868,5,50,52.48,321.64,1.96559,112.62,112.62,22.62,22.38,7.497
720,5,50,52.48,321.75,1.344,77.005,77.005,12.995,32.005,7.497
786,5,50,52.48,321.75,1.344,77.005,77.005,12.995,32.005,7.497
974,5,50,52.47,321.88,0.71883,41.186,41.186,48.814,3.814,7.496
855,5,50,52.47,321.97,0.49642,28.443,28.443,61.557,16.557,7.496
896,5,50,52.47,321.96,-1.99906,-114.538,114.538,24.538,20.462,7.496
902,5,50,52.47,321.7,1.93394,110.807,110.807,20.807,24.193,7.496
992,5,50,52.46,322.08,0.588,33.69,33.69,56.31,11.31,7.495
915,5,50,52.46,322.04,-2.70273,-154.855,154.855,64.855,19.855,7.495
888,5,50,52.45,322.03,0.74542,42.709,42.709,47.291,2.291,7.494
884,5,50,52.46,321.8,2.42276,138.814,138.814,48.814,3.814,7.494
734,5,50,52.45,321.84,2.4102,138.094,138.094,48.094,3.094,7.493
473,5,50,52.45,321.97,1.13194,64.855,64.855,25.145,19.855,7.493
799,5,50,52.44,321.96,2.80835,160.907,160.907,70.907,25.907,7.492
814,5,50,52.43,322.18,-2.80765,-160.866,160.866,70.866,25.866,7.49
802,5,50,52.42,322.07,1.64757,94.399,94.399,4.399,40.601,7.489
737,5,50,52.41,322.14,1.20089,68.806,68.806,21.194,23.806,7.488
913,5,50,52.42,322.3,-1.92284,-110.171,110.171,20.171,24.829,7.488
847,5,50,52.41,322.31,-2.64377,-151.477,151.477,61.477,16.477,7.487
852,5,50,52.4,322.22,1.66666,95.492,95.492,5.492,39.508,7.486
987,5,50,52.4,322.21,2.58499,148.109,148.109,58.109,13.109,7.485
735,5,50,52.39,322.19,1.98321,113.629,113.629,23.629,21.371,7.485
885,5,50,52.39,322.19,1.98321,113.629,113.629,23.629,21.371,7.485
1021,5,50,52.4,322.21,-3.04753,-174.611,174.611,84.611,39.611,7.485
455,5,50,52.4,322.25,1.64757,94.399,94.399,4.399,40.601,7.485
761,5,50,52.4,322.61,-1.6421,-94.086,94.086,4.086,40.914,7.485
1008,5,50,52.38,322.45,1.11535,63.905,63.905,26.095,18.905,7.483
1077,5,50,52.38,322.36,1.40259,80.363,80.363,9.637,35.363,7.483
883,5,50,52.37,322.36,2.75407,157.797,157.797,67.797,22.797,7.482
1052,5,50,52.37,322.62,-2.34286,-134.236,134.236,44.236,0.764,7.481
792,5,50,52.37,322.71,-0.86217,-49.399,49.399,40.601,4.399,7.481
696,5,50,52.37,322.77,-2.08319,-119.358,119.358,29.358,15.642,7.481
818,5,50,52.37,322.35,1.83871,105.35,105.35,15.35,29.65,7.481
966,5,50,52.36,322.71,-2.36918,-135.744,135.744,45.744,0.744,7.48
1024,5,50,52.36,322.41,1.99099,114.076,114.076,24.076,20.924,7.48
1057,5,50,52.36,322.41,1.99099,114.076,114.076,24.076,20.924,7.48
733,5,50,52.36,322.43,2.77169,158.806,158.806,68.806,23.806,7.48
1042,5,50,52.35,322.66,0.99834,57.201,57.201,32.799,12.201,7.479
904,5,50,52.35,322.56,1.14879,65.821,65.821,24.179,20.821,7.479
1071,5,50,52.35,322.67,-2.77845,-159.193,159.193,69.193,24.193,7.479
1036,5,50,52.35,322.56,-2.9442,-168.69,168.69,78.69,33.69,7.479
819,5,50,52.35,322.46,1.43699,82.333,82.333,7.667,37.333,7.479
767,5,50,52.34,322.5,2.36953,135.764,135.764,45.764,0.764,7.478
1023,5,50,52.34,322.49,2.42276,138.814,138.814,48.814,3.814,7.478
1038,5,50,52.34,322.53,2.56913,147.201,147.201,57.201,12.201,7.478
768,5,50,52.34,322.49,1.93394,110.807,110.807,20.807,24.193,7.478
795,5,50,52.34,322.82,-1.89255,-108.435,108.435,18.435,26.565,7.478
866,5,50,52.35,322.51,2.84309,162.897,162.897,72.897,27.897,7.478
722,5,50,52.34,322.83,0.57246,32.8,32.8,57.2,12.2,7.477
971,5,50,52.33,322.56,1.9513,111.802,111.802,21.802,23.198,7.476
715,5,50,52.33,322.75,-2.90605,-166.504,166.504,76.504,31.504,7.476
1037,5,50,52.33,322.62,2.96692,169.992,169.992,79.992,34.992,7.476
728,5,50,52.33,322.97,-1.49686,-85.764,85.764,4.236,40.764,7.476
968,5,50,52.33,322.66,3.14159,180,180,90,45,7.476
783,5,50,52.32,322.67,2.5644,146.929,146.929,56.929,11.929,7.474
935,5,50,52.32,322.7,2.57486,147.529,147.529,57.529,12.529,7.474
834,5,50,52.32,322.66,2.11122,120.964,120.964,30.964,14.036,7.474
750,5,50,52.31,322.71,2.57486,147.529,147.529,57.529,12.529,7.473
934,5,50,52.31,322.77,2.91479,167.006,167.006,77.006,32.006,7.473
468,5,50,52.31,322.8,3.14159,180,180,90,45,7.473
886,5,50,52.31,322.77,1.58898,91.042,91.042,1.042,43.958,7.472
749,5,50,52.29,322.89,3.02887,173.541,173.541,83.541,38.541,7.47
969,5,50,52.28,322.9,2.72918,156.371,156.371,66.371,21.371,7.469
1003,5,50,52.29,322.93,3.08396,176.698,176.698,86.698,41.698,7.469
870,5,50,52.27,323,1.18327,67.797,67.797,22.203,22.797,7.468
771,5,50,52.27,323.24,0.71883,41.186,41.186,48.814,3.814,7.467
905,5,50,52.27,323.24,0.71883,41.186,41.186,48.814,3.814,7.467
472,5,50,52.27,323.02,1.55193,88.919,88.919,1.081,43.919,7.467
903,5,50,52.27,323.01,1.5708,90,90,0,45,7.467
770,5,50,52.27,323.19,1.14103,65.376,65.376,24.624,20.376,7.466
736,5,50,52.25,323.13,1.5708,90,90,0,45,7.465
457,5,50,52.25,323.31,0.90483,51.843,51.843,38.157,6.843,7.464
1001,5,50,52.25,323.31,-2.47886,-142.029,142.029,52.029,7.029,7.464
1059,5,50,52.24,323.21,1.21418,69.567,69.567,20.433,24.567,7.463
849,5,50,52.24,323.18,2.86329,164.055,164.055,74.055,29.055,7.463
812,5,50,52.23,323.53,-2.04292,-117.051,117.051,27.051,17.949,7.461
474,5,50,52.22,323.46,0.71883,41.186,41.186,48.814,3.814,7.46
705,5,50,52.22,323.52,0.66273,37.972,37.972,52.028,7.028,7.46
817,5,50,52.22,323.26,2.23353,127.972,127.972,37.972,7.028,7.46
931,5,50,52.22,323.54,-2.17996,-124.903,124.903,34.903,10.097,7.46
939,5,50,52.22,323.38,0.98806,56.612,56.612,33.388,11.612,7.46
831,5,50,52.22,323.5,-2.99178,-171.417,171.417,81.417,36.417,7.459
951,5,50,52.21,323.41,2.97339,170.363,170.363,80.363,35.363,7.458
967,5,50,52.2,323.54,-2.76468,-158.405,158.405,68.405,23.405,7.457
699,5,50,52.2,323.4,3.04192,174.29,174.29,84.29,39.29,7.457
919,5,50,52.19,323.44,2.04329,117.072,117.072,27.072,17.928,7.456
862,5,50,52.19,323.74,-1.89853,-108.778,108.778,18.778,26.222,7.456
1070,5,50,52.19,323.72,-2.46107,-141.009,141.009,51.009,6.009,7.455
954,5,50,52.18,323.59,1.82516,104.574,104.574,14.574,30.426,7.454
983,5,50,52.17,323.89,-2.19543,-125.789,125.789,35.789,9.211,7.453
746,5,50,52.17,323.9,-2.09223,-119.876,119.876,29.876,15.124,7.453
932,5,50,52.17,323.81,-2.57909,-147.771,147.771,57.771,12.771,7.452
779,5,50,52.16,323.88,-2.07609,-118.951,118.951,28.951,16.049,7.452
467,5,50,52.17,323.85,-2.8023,-160.56,160.56,70.56,25.56,7.452
829,5,50,52.16,323.96,-2.15354,-123.389,123.389,33.389,11.611,7.451
936,5,50,52.16,323.64,2.1274,121.891,121.891,31.891,13.109,7.451
453,5,50,52.15,323.67,2.4102,138.094,138.094,48.094,3.094,7.45
881,5,50,52.15,323.92,-2.7367,-156.802,156.802,66.802,21.802,7.45
820,5,50,52.14,323.86,1.05635,60.524,60.524,29.476,15.524,7.449
955,5,50,52.14,323.78,1.41815,81.254,81.254,8.746,36.254,7.449
731,5,50,52.13,324.09,-2.71959,-155.821,155.821,65.821,20.821,7.447
1005,5,50,52.12,323.87,2.27305,130.236,130.236,40.236,4.764,7.446
854,5,50,52.12,324.12,0.89606,51.34,51.34,38.66,6.34,7.446
816,5,50,52.12,323.85,2.71183,155.377,155.377,65.377,20.377,7.446
1058,5,50,52.12,323.96,1.61159,92.337,92.337,2.337,42.663,7.446
754,5,50,52.11,324.14,0.99834,57.201,57.201,32.799,12.201,7.445
900,5,50,52.1,324.02,2.72918,156.371,156.371,66.371,21.371,7.443
887,5,50,52.09,324.13,1.20765,69.193,69.193,20.807,24.193,7.442
832,5,50,52.09,324.14,2.92916,167.829,167.829,77.829,32.829,7.441
718,5,50,52.08,324.12,2.1274,121.891,121.891,31.891,13.109,7.44
797,5,50,52.08,324.36,-2.66071,-152.447,152.447,62.447,17.447,7.44
933,5,50,52.08,324.22,-2.9442,-168.69,168.69,78.69,33.69,7.44
867,5,50,52.07,324.17,2.39727,137.353,137.353,47.353,2.353,7.439
800,5,50,52.07,324.21,2.43934,139.764,139.764,49.764,4.764,7.439
984,5,50,52.06,324.41,-2.60788,-149.421,149.421,59.421,14.421,7.437
970,5,50,52.05,324.3,2.39617,137.291,137.291,47.291,2.291,7.436
726,5,50,52.05,324.67,-0.87606,-50.194,50.194,39.806,5.194,7.436
796,5,50,52.06,324.5,-2.22187,-127.304,127.304,37.304,7.696,7.436
806,5,50,52.05,324.63,0.07394,4.236,4.236,85.764,40.764,7.436
846,5,50,52.05,324.66,-2.21057,-126.656,126.656,36.656,8.344,7.435
1060,5,50,52.04,324.64,0.82538,47.291,47.291,42.709,2.291,7.434
901,5,50,52.04,324.4,2.39617,137.291,137.291,47.291,2.291,7.434
764,5,50,52.04,324.65,-2.8023,-160.56,160.56,70.56,25.56,7.434
721,5,50,52.02,324.59,1.0083,57.771,57.771,32.229,12.771,7.432
1041,5,50,52.03,324.53,1.33971,76.76,76.76,13.24,31.76,7.432
1007,5,50,52.02,324.57,1.47494,84.508,84.508,5.492,39.508,7.432
873,5,50,52.02,324.75,0.03702,2.121,2.121,87.879,42.879,7.432
701,5,50,52.01,324.53,2.22187,127.304,127.304,37.304,7.696,7.431
815,5,50,52.01,324.66,3.10315,177.798,177.798,87.798,42.798,7.431
1039,5,50,52.01,324.58,2.14326,122.8,122.8,32.8,12.2,7.429
880,5,50,52,324.97,-2.3825,-136.508,136.508,46.508,1.508,7.428
704,5,50,52,324.81,1.06551,61.049,61.049,28.951,16.049,7.428
804,5,50,51.99,324.92,0.79873,45.764,45.764,44.236,0.764,7.427
953,5,50,51.98,324.75,2.15354,123.389,123.389,33.389,11.611,7.426
782,5,50,51.98,324.8,3.00519,172.185,172.185,82.185,37.185,7.425
762,5,50,51.96,325.21,-1.9407,-111.194,111.194,21.194,23.806,7.423
787,5,50,51.95,325.03,1.0083,57.771,57.771,32.229,12.771,7.422
751,5,50,51.94,325.02,2.1588,123.69,123.69,33.69,11.31,7.419
784,5,50,51.94,325.02,2.1588,123.69,123.69,33.69,11.31,7.419
991,5,50,51.93,325.21,0.96757,55.438,55.438,34.562,10.438,7.418
1004,5,50,51.91,325.2,2.66947,152.95,152.95,62.95,17.95,7.416
864,5,50,51.91,325.41,-2.7367,-156.802,156.802,66.802,21.802,7.416
700,5,50,51.91,325.24,2.65376,152.049,152.049,62.049,17.049,7.415
1053,5,50,51.91,325.44,-2.7367,-156.802,156.802,66.802,21.802,7.415
1020,5,50,51.9,325.49,-2.69549,-154.44,154.44,64.44,19.44,7.414
781,5,50,51.89,325.42,-2.86858,-164.358,164.358,74.358,29.358,7.413
753,5,50,51.89,325.42,1.3734,78.69,78.69,11.31,33.69,7.413
869,5,50,51.89,325.37,1.64757,94.399,94.399,4.399,40.601,7.413
703,5,50,51.86,325.59,1.4317,82.03,82.03,7.97,37.03,7.408
922,5,50,51.83,326.03,0.9234,52.907,52.907,37.093,7.907,7.404
837,5,50,51.82,325.91,0.97238,55.713,55.713,34.287,10.713,7.403
713,5,50,51.82,326.1,-2.10808,-120.784,120.784,30.784,14.216,7.403
973,5,50,51.82,325.89,1.1506,65.925,65.925,24.075,20.925,7.403
1035,5,50,51.81,326.02,-2.59121,-148.465,148.465,58.465,13.465,7.402
949,5,50,51.76,326.38,-2.55359,-146.31,146.31,56.31,11.31,7.395
830,5,50,51.74,326.51,-2.60117,-149.036,149.036,59.036,14.036,7.392
470,5,50,51.73,326.34,2.38321,136.548,136.548,46.548,1.548,7.39
730,5,50,51.69,327.04,-2.27942,-130.601,130.601,40.601,4.399,7.384
914,5,50,51.69,326.9,-2.25132,-128.991,128.991,38.991,6.009,7.384
697,5,50,51.64,327.33,-2.52782,-144.834,144.834,54.834,9.834,7.377
714,5,50,51.59,327.45,-2.57486,-147.529,147.529,57.529,12.529,7.371
863,5,50,51.53,327.88,-2.27741,-130.486,130.486,40.486,4.514,7.362
780,5,50,51.51,327.97,-2.53243,-145.098,145.098,55.098,10.098,7.359
833,5,50,51.46,328.04,2.51696,144.211,144.211,54.211,9.211,7.352
1019,5,50,51.46,328.38,-2.28963,-131.186,131.186,41.186,3.814,7.351
897,5,50,51.39,328.82,-2.31622,-132.71,132.71,42.71,2.29,7.341
466,5,50,51.36,328.97,-2.32917,-133.452,133.452,43.452,1.548,7.338
763,5,50,51.34,329.19,-2.43498,-139.514,139.514,49.514,4.514,7.334
813,5,50,51.28,329.49,-2.50575,-143.569,143.569,53.569,8.569,7.325
747,5,50,51.25,329.71,-2.51696,-144.211,144.211,54.211,9.211,7.321
